Generating random hostid in /etc/hostid: 7443f6c5
Startup command: exec "Orthanc /tmp/orthanc.json"
W1022 15:21:11.266380             MAIN main.cpp:2128] Orthanc version: 1.12.9
W1022 15:21:11.266542             MAIN OrthancConfiguration.cpp:59] Reading the configuration from: "/tmp/orthanc.json"
W1022 15:21:11.304523             MAIN main.cpp:952] Loading plugin(s) from: /run/orthanc/plugins
W1022 15:21:11.304576             MAIN PluginsManager.cpp:259] Inexistent path to plugins: /run/orthanc/plugins
W1022 15:21:11.304596             MAIN main.cpp:952] Loading plugin(s) from: /usr/share/orthanc/plugins
W1022 15:21:11.305354             MAIN PluginsManager.cpp:287] Registering plugin 'dicom-web' (version 1.21)
W1022 15:21:11.305711             MAIN dicom-web:/Plugin.cpp:635] URI to the DICOMweb REST API: /dicom-web/
W1022 15:21:11.305973             MAIN dicom-web:/Plugin.cpp:748] DICOMweb public root: /dicom-web/
W1022 15:21:11.305992             MAIN dicom-web:/Plugin.cpp:750] The DICOMWeb plugin will use 1 threads to load DICOM files for WADO-RS queries
W1022 15:21:11.305999             MAIN dicom-web:/Plugin.cpp:761] URI to the WADO-URI API: /wado
W1022 15:21:11.317010             MAIN PluginsManager.cpp:287] Registering plugin 'gdcm' (version 1.8)
W1022 15:21:11.317287             MAIN PluginsManager.cpp:158] Gdcm.RestrictTransferSyntaxes configuration is set and not empty, Orthanc will use GDCM to transcode SOME transfer syntaxes:
W1022 15:21:11.317303             MAIN PluginsManager.cpp:158] Orthanc will use GDCM to decode transfer syntax: 1.2.840.10008.1.2.4.90
W1022 15:21:11.317308             MAIN PluginsManager.cpp:158] Orthanc will use GDCM to decode transfer syntax: 1.2.840.10008.1.2.4.91
W1022 15:21:11.317313             MAIN PluginsManager.cpp:158] Orthanc will use GDCM to decode transfer syntax: 1.2.840.10008.1.2.4.92
W1022 15:21:11.317317             MAIN PluginsManager.cpp:158] Orthanc will use GDCM to decode transfer syntax: 1.2.840.10008.1.2.4.93
W1022 15:21:11.317323             MAIN PluginsManager.cpp:158] Throttling GDCM to 4 concurrent thread(s)
W1022 15:21:11.317333             MAIN PluginsManager.cpp:158] Version of GDCM: 3.0.24
W1022 15:21:11.323222             MAIN PluginsManager.cpp:287] Registering plugin 'postgresql-index' (version 9.0)
W1022 15:21:11.323506             MAIN postgresql-index:/PostgreSQLParameters.cpp:110] PostgreSQL: using READ COMMITTED transaction mode
W1022 15:21:11.323528             MAIN postgresql-index:/IndexBackend.cpp:3034] The index plugin will use 50 connection(s) to the database, and will retry up to 10 time(s) in the case of a collision
W1022 15:21:11.323945             MAIN PluginsManager.cpp:287] Registering plugin 'postgresql-storage' (version 9.0)
W1022 15:21:11.324203             MAIN postgresql-storage:/PostgreSQLParameters.cpp:110] PostgreSQL: using READ COMMITTED transaction mode
W1022 15:21:11.344301             MAIN postgresql-storage:/StorageBackend.cpp:698] The storage area plugin will retry up to 10 time(s) in the case of a collision
W1022 15:21:11.344643             MAIN PluginsManager.cpp:287] Registering plugin 'worklists' (version 1.12.9)
W1022 15:21:11.344668             MAIN worklists:/Plugin.cpp:229] Sample worklist plugin is initializing
W1022 15:21:11.344946             MAIN worklists:/Plugin.cpp:242] The database of worklists will be read from folder: /worklists
W1022 15:21:11.345335             MAIN PluginsManager.cpp:287] Registering plugin 'orthanc-explorer-2' (version 1.9.4)
W1022 15:21:11.345743             MAIN PluginsManager.cpp:158] Root URI to the Orthanc-Explorer 2 application: /ui/
W1022 15:21:11.345878             MAIN main.cpp:1791] Using a custom database from plugins
W1022 15:21:11.345902             MAIN main.cpp:1802] Using a custom storage area from plugins
W1022 15:21:11.361603             MAIN postgresql-index:/PostgreSQLIndex.cpp:142] The database schema already exists, checking if it needs to be updated
W1022 15:21:11.362699             MAIN postgresql-index:/PostgreSQLIndex.cpp:157] Current Database revision is 6
W1022 15:21:11.958950             MAIN main.cpp:1757] The DB latency is 153 µs
W1022 15:21:11.958993             MAIN HttpClient.cpp:1211] The verification of the peers in HTTPS requests is disabled
W1022 15:21:11.959537             MAIN LuaContext.cpp:95] Lua says: Lua toolbox installed
E1022 15:21:11.959621             MAIN OrthancException.cpp:62] The specified path does not point to a regular file: The path does not point to a regular file: /lua/hooks.lua
E1022 15:21:11.959788             MAIN ServerIndex.cpp:369] INTERNAL ERROR: ServerIndex::Stop() should be invoked manually to avoid mess in the destruction order!
W1022 15:21:12.461980             MAIN PluginsManager.cpp:224] Unregistering plugin 'dicom-web' (version 1.21)
W1022 15:21:12.462145             MAIN PluginsManager.cpp:224] Unregistering plugin 'gdcm' (version 1.8)
W1022 15:21:12.468657             MAIN PluginsManager.cpp:224] Unregistering plugin 'orthanc-explorer-2' (version 1.9.4)
W1022 15:21:12.471572             MAIN PluginsManager.cpp:224] Unregistering plugin 'postgresql-index' (version 9.0)
W1022 15:21:12.471593             MAIN postgresql-index:/IndexPlugin.cpp:108] PostgreSQL index is finalizing
W1022 15:21:12.471759             MAIN PluginsManager.cpp:224] Unregistering plugin 'postgresql-storage' (version 9.0)
W1022 15:21:12.471780             MAIN postgresql-storage:/StoragePlugin.cpp:87] PostgreSQL storage area is finalizing
W1022 15:21:12.472377             MAIN PluginsManager.cpp:224] Unregistering plugin 'worklists' (version 1.12.9)
W1022 15:21:12.472397             MAIN worklists:/Plugin.cpp:265] Sample worklist plugin is finalizing
E1022 15:21:12.472436             MAIN main.cpp:2185] Uncaught exception, stopping now: [The specified path does not point to a regular file] (code 2006)
W1022 15:21:12.472461             MAIN main.cpp:2216] Orthanc has stopped
Startup command: exec "Orthanc /tmp/orthanc.json"
W1022 15:21:15.902830             MAIN main.cpp:2128] Orthanc version: 1.12.9
W1022 15:21:15.903038             MAIN OrthancConfiguration.cpp:59] Reading the configuration from: "/tmp/orthanc.json"
W1022 15:21:15.930630             MAIN main.cpp:952] Loading plugin(s) from: /run/orthanc/plugins
W1022 15:21:15.930662             MAIN PluginsManager.cpp:259] Inexistent path to plugins: /run/orthanc/plugins
W1022 15:21:15.930670             MAIN main.cpp:952] Loading plugin(s) from: /usr/share/orthanc/plugins
W1022 15:21:15.931197             MAIN PluginsManager.cpp:287] Registering plugin 'dicom-web' (version 1.21)
W1022 15:21:15.931466             MAIN dicom-web:/Plugin.cpp:635] URI to the DICOMweb REST API: /dicom-web/
W1022 15:21:15.931707             MAIN dicom-web:/Plugin.cpp:748] DICOMweb public root: /dicom-web/
W1022 15:21:15.931726             MAIN dicom-web:/Plugin.cpp:750] The DICOMWeb plugin will use 1 threads to load DICOM files for WADO-RS queries
W1022 15:21:15.931732             MAIN dicom-web:/Plugin.cpp:761] URI to the WADO-URI API: /wado
W1022 15:21:15.942899             MAIN PluginsManager.cpp:287] Registering plugin 'gdcm' (version 1.8)
W1022 15:21:15.943183             MAIN PluginsManager.cpp:158] Gdcm.RestrictTransferSyntaxes configuration is set and not empty, Orthanc will use GDCM to transcode SOME transfer syntaxes:
W1022 15:21:15.943199             MAIN PluginsManager.cpp:158] Orthanc will use GDCM to decode transfer syntax: 1.2.840.10008.1.2.4.90
W1022 15:21:15.943204             MAIN PluginsManager.cpp:158] Orthanc will use GDCM to decode transfer syntax: 1.2.840.10008.1.2.4.91
W1022 15:21:15.943209             MAIN PluginsManager.cpp:158] Orthanc will use GDCM to decode transfer syntax: 1.2.840.10008.1.2.4.92
W1022 15:21:15.943213             MAIN PluginsManager.cpp:158] Orthanc will use GDCM to decode transfer syntax: 1.2.840.10008.1.2.4.93
W1022 15:21:15.943220             MAIN PluginsManager.cpp:158] Throttling GDCM to 4 concurrent thread(s)
W1022 15:21:15.943230             MAIN PluginsManager.cpp:158] Version of GDCM: 3.0.24
W1022 15:21:15.949172             MAIN PluginsManager.cpp:287] Registering plugin 'postgresql-index' (version 9.0)
W1022 15:21:15.949461             MAIN postgresql-index:/PostgreSQLParameters.cpp:110] PostgreSQL: using READ COMMITTED transaction mode
W1022 15:21:15.949483             MAIN postgresql-index:/IndexBackend.cpp:3034] The index plugin will use 50 connection(s) to the database, and will retry up to 10 time(s) in the case of a collision
W1022 15:21:15.949950             MAIN PluginsManager.cpp:287] Registering plugin 'postgresql-storage' (version 9.0)
W1022 15:21:15.950244             MAIN postgresql-storage:/PostgreSQLParameters.cpp:110] PostgreSQL: using READ COMMITTED transaction mode
W1022 15:21:15.972219             MAIN postgresql-storage:/StorageBackend.cpp:698] The storage area plugin will retry up to 10 time(s) in the case of a collision
W1022 15:21:15.972554             MAIN PluginsManager.cpp:287] Registering plugin 'worklists' (version 1.12.9)
W1022 15:21:15.972579             MAIN worklists:/Plugin.cpp:229] Sample worklist plugin is initializing
W1022 15:21:15.972858             MAIN worklists:/Plugin.cpp:242] The database of worklists will be read from folder: /worklists
W1022 15:21:15.973244             MAIN PluginsManager.cpp:287] Registering plugin 'orthanc-explorer-2' (version 1.9.4)
W1022 15:21:15.973647             MAIN PluginsManager.cpp:158] Root URI to the Orthanc-Explorer 2 application: /ui/
W1022 15:21:15.973808             MAIN main.cpp:1791] Using a custom database from plugins
W1022 15:21:15.973825             MAIN main.cpp:1802] Using a custom storage area from plugins
W1022 15:21:15.989836             MAIN postgresql-index:/PostgreSQLIndex.cpp:142] The database schema already exists, checking if it needs to be updated
W1022 15:21:15.990877             MAIN postgresql-index:/PostgreSQLIndex.cpp:157] Current Database revision is 6
W1022 15:21:16.627313             MAIN main.cpp:1757] The DB latency is 252 µs
W1022 15:21:16.627366             MAIN HttpClient.cpp:1211] The verification of the peers in HTTPS requests is disabled
W1022 15:21:16.627878             MAIN LuaContext.cpp:95] Lua says: Lua toolbox installed
E1022 15:21:16.627979             MAIN OrthancException.cpp:62] The specified path does not point to a regular file: The path does not point to a regular file: /lua/hooks.lua
E1022 15:21:16.628150             MAIN ServerIndex.cpp:369] INTERNAL ERROR: ServerIndex::Stop() should be invoked manually to avoid mess in the destruction order!
